,mnist_index,choice,rt,confidence,threshold,noise,true label
77,77,2,3,0.6561865210533142,3,2.1,2
78,78,8,4,0.5638020038604736,3,2.1,9
79,79,7,3,0.6561865210533142,3,2.1,7
80,80,8,7,0.3262941241264343,3,2.1,7
81,81,8,6,0.3413686156272888,3,2.1,6
82,82,2,4,0.5638020038604736,3,2.1,2
83,83,7,5,0.35790345072746277,3,2.1,7
84,84,8,4,0.5638020038604736,3,2.1,8
85,85,4,5,0.5340139865875244,3,2.1,4
86,86,7,3,0.6561865210533142,3,2.1,7
87,87,3,4,0.5638020038604736,3,2.1,3
88,88,6,4,0.5638020038604736,3,2.1,6
89,89,1,4,0.5638020038604736,3,2.1,1
90,90,3,5,0.35790345072746277,3,2.1,3
91,91,6,5,0.5340139865875244,3,2.1,6
92,92,7,4,0.5638020038604736,3,2.1,9
93,93,3,3,0.6561865210533142,3,2.1,3
94,94,8,5,0.5340139865875244,3,2.1,1
95,95,6,8,0.2913244366645813,3,2.1,4
96,96,8,5,0.5340139865875244,3,2.1,1
97,97,3,4,0.5638020038604736,3,2.1,7
98,98,6,8,0.3124946355819702,3,2.1,6
99,99,9,3,0.6561865210533142,3,2.1,9
100,100,8,5,0.5340139865875244,3,2.1,6
101,101,0,4,0.5638020038604736,3,2.1,0
102,102,8,6,0.3413686156272888,3,2.1,5
103,103,1,7,0.3262941241264343,3,2.1,4
104,104,9,3,0.6561865210533142,3,2.1,9
105,105,9,3,0.6561865210533142,3,2.1,9
106,106,2,4,0.5638020038604736,3,2.1,2
107,107,1,4,0.5638020038604736,3,2.1,1
108,108,9,7,0.3262941241264343,3,2.1,9
109,109,4,12,2.384185791015625e-06,3,2.1,4
110,110,8,3,0.6561865210533142,3,2.1,8
111,111,7,3,0.6561865210533142,3,2.1,7
112,112,3,3,0.6561865210533142,3,2.1,3
113,113,9,4,0.5638020038604736,3,2.1,9
114,114,7,4,0.5638020038604736,3,2.1,7
115,115,9,4,0.5638020038604736,3,2.1,4
116,116,9,5,0.5340139865875244,3,2.1,4
117,117,4,3,0.6561865210533142,3,2.1,4
118,118,9,3,0.6561865210533142,3,2.1,9
119,119,2,6,0.3413686156272888,3,2.1,2
120,120,5,4,0.5638020038604736,3,2.1,5
121,121,8,7,0.3262941241264343,3,2.1,4
122,122,7,3,0.6561865210533142,3,2.1,7
123,123,6,3,0.6561865210533142,3,2.1,6
124,124,7,3,0.6561865210533142,3,2.1,7
125,125,9,4,0.5638020038604736,3,2.1,9
126,126,0,5,0.5340139865875244,3,2.1,0
127,127,5,7,0.3032817840576172,3,2.1,5
128,128,8,3,0.6561865210533142,3,2.1,8
129,129,5,4,0.5638020038604736,3,2.1,5
130,130,6,3,0.6561865210533142,3,2.1,6
131,131,6,4,0.5638020038604736,3,2.1,6
132,132,8,7,0.5300830602645874,3,2.1,5
133,133,7,5,0.5340139269828796,3,2.1,7
134,134,8,3,0.6561865210533142,3,2.1,8
135,135,1,6,0.3413686156272888,3,2.1,1
136,136,0,3,0.6561865210533142,3,2.1,0
137,137,1,5,0.5340139865875244,3,2.1,1
138,138,6,6,0.3413686156272888,3,2.1,6
139,139,4,3,0.6561865210533142,3,2.1,4
140,140,6,6,0.5072156190872192,3,2.1,6
141,141,7,4,0.5638020038604736,3,2.1,7
142,142,3,3,0.6561865210533142,3,2.1,3
143,143,1,4,0.5638020038604736,3,2.1,1
144,144,7,4,0.5638020038604736,3,2.1,7
145,145,1,6,0.3413686156272888,3,2.1,1
146,146,8,3,0.6561865210533142,3,2.1,8
147,147,2,3,0.6561865210533142,3,2.1,2
148,148,0,3,0.6561865210533142,3,2.1,0
149,149,7,12,0.23773093521595,3,2.1,2
150,150,9,5,0.35790345072746277,3,2.1,9
151,151,8,5,0.5340139865875244,3,2.1,9
152,152,5,7,0.3262941241264343,3,2.1,5
153,153,5,7,0.3262941241264343,3,2.1,5
154,154,1,7,0.34088587760925293,3,2.1,1
155,155,5,5,0.5340139269828796,3,2.1,5
156,156,2,9,0.29981496930122375,3,2.1,6
157,157,0,7,0.3262941241264343,3,2.1,0
158,158,3,4,0.5638020038604736,3,2.1,3
159,159,1,5,0.5340139865875244,3,2.1,4
160,160,1,7,0.3262941241264343,3,2.1,4
161,161,6,4,0.5638020038604736,3,2.1,6
162,162,5,4,0.5638020038604736,3,2.1,5
163,163,4,3,0.6561865210533142,3,2.1,4
164,164,8,7,0.3262941241264343,3,2.1,6
165,165,5,5,0.5340139269828796,3,2.1,5
166,166,9,11,0.24563086032867432,3,2.1,4
167,167,3,6,0.5072155594825745,3,2.1,5
168,168,1,8,0.4609518051147461,3,2.1,1
169,169,8,9,0.2631247341632843,3,2.1,4
170,170,4,3,0.6561865210533142,3,2.1,4
171,171,7,3,0.6561865210533142,3,2.1,7
172,172,2,5,0.5340139269828796,3,2.1,2
173,173,3,5,0.35790345072746277,3,2.1,3
174,174,2,3,0.6561865210533142,3,2.1,2
175,175,3,5,0.5340139269828796,3,2.1,7
176,176,8,5,0.5340139269828796,3,2.1,1
177,177,8,3,0.6561865210533142,3,2.1,8
178,178,1,4,0.5638020038604736,3,2.1,1
179,179,8,3,0.6561865210533142,3,2.1,8
180,180,1,6,0.3413686156272888,3,2.1,1
181,181,8,3,0.6561865210533142,3,2.1,8
182,182,4,7,0.3032817840576172,3,2.1,5
183,183,0,3,0.6561865210533142,3,2.1,0
184,184,8,5,0.35790345072746277,3,2.1,8
185,185,9,4,0.5638020038604736,3,2.1,9
186,186,2,3,0.6561865210533142,3,2.1,2
187,187,5,3,0.6561865210533142,3,2.1,5
188,188,0,3,0.6561865210533142,3,2.1,0
189,189,1,4,0.5638020038604736,3,2.1,1
190,190,1,4,0.5638020038604736,3,2.1,1
191,191,1,6,0.5072156190872192,3,2.1,1
192,192,0,3,0.6561865210533142,3,2.1,0
193,193,7,6,0.3413686156272888,3,2.1,9
194,194,0,4,0.5638020038604736,3,2.1,0
195,195,3,7,0.3262941241264343,3,2.1,3
196,196,1,5,0.5340139865875244,3,2.1,1
197,197,6,4,0.5638020038604736,3,2.1,6
198,198,4,6,0.3413686156272888,3,2.1,4
199,199,2,5,0.5340139269828796,3,2.1,2
200,200,8,3,0.6561865210533142,3,2.1,3
201,201,6,6,0.5072155594825745,3,2.1,6
202,202,1,4,0.5638020038604736,3,2.1,1
203,203,1,5,0.5340139865875244,3,2.1,1
204,204,1,5,0.35790345072746277,3,2.1,1
205,205,3,3,0.6561865210533142,3,2.1,3
206,206,9,10,0.2881242036819458,3,2.1,9
207,207,8,4,0.5638020038604736,3,2.1,5
208,208,2,3,0.6561865210533142,3,2.1,2
209,209,9,5,0.35790345072746277,3,2.1,9
210,210,4,3,0.6561865210533142,3,2.1,4
211,211,8,6,0.3413686156272888,3,2.1,5
212,212,9,4,0.5638020038604736,3,2.1,9
213,213,3,3,0.6561865210533142,3,2.1,3
214,214,9,3,0.6561865210533142,3,2.1,9
215,215,0,3,0.6561865210533142,3,2.1,0
216,216,3,3,0.6561865210533142,3,2.1,3
217,217,8,4,0.5638020038604736,3,2.1,6
218,218,8,5,0.5340139865875244,3,2.1,5
219,219,8,5,0.35790345072746277,3,2.1,5
220,220,9,5,0.35790345072746277,3,2.1,7
221,221,2,7,0.3032817244529724,3,2.1,2
222,222,8,3,0.6561865210533142,3,2.1,2
223,223,7,3,0.6561865210533142,3,2.1,7
224,224,1,4,0.5638020038604736,3,2.1,1
225,225,2,5,0.35790345072746277,3,2.1,2
226,226,8,3,0.6561865210533142,3,2.1,8
227,227,4,7,0.3283175826072693,3,2.1,4
228,228,1,4,0.5638020038604736,3,2.1,1
229,229,7,3,0.6561865210533142,3,2.1,7
230,230,3,3,0.6561865210533142,3,2.1,3
231,231,3,3,0.6561865210533142,3,2.1,3
232,232,8,3,0.6561865210533142,3,2.1,8
233,233,8,3,0.6561865210533142,3,2.1,8
234,234,7,4,0.5638020038604736,3,2.1,7
235,235,9,4,0.5638020038604736,3,2.1,9
236,236,2,3,0.6561865210533142,3,2.1,2
237,237,2,5,0.5340139865875244,3,2.1,2
238,238,4,4,0.5638020038604736,3,2.1,4
239,239,1,4,0.5638020038604736,3,2.1,1
240,240,5,5,0.5340139269828796,3,2.1,5
241,241,3,5,0.35790345072746277,3,2.1,9
242,242,8,3,0.6561865210533142,3,2.1,8
243,243,7,5,0.5340139269828796,3,2.1,7
244,244,3,6,0.5072156190872192,3,2.1,2
245,245,3,3,0.6561865210533142,3,2.1,3
246,246,0,3,0.6561865210533142,3,2.1,0
247,247,1,9,0.2802742123603821,3,2.1,4
248,248,4,4,0.5638020038604736,3,2.1,4
249,249,2,3,0.6561865210533142,3,2.1,2
250,250,4,3,0.6561865210533142,3,2.1,4
251,251,8,5,0.5340139865875244,3,2.1,1
252,252,9,4,0.5638020038604736,3,2.1,9
253,253,3,4,0.5638020038604736,3,2.1,5
254,254,7,4,0.5638020038604736,3,2.1,7
255,255,7,7,0.3262941241264343,3,2.1,7
256,256,2,3,0.6561865210533142,3,2.1,2
257,257,8,3,0.6561865210533142,3,2.1,8
258,258,2,3,0.6561865210533142,3,2.1,2
259,259,0,7,0.3262941241264343,3,2.1,6
260,260,8,3,0.6561865210533142,3,2.1,8
261,261,8,5,0.5340139865875244,3,2.1,5
262,262,7,3,0.6561865210533142,3,2.1,7
263,263,7,3,0.6561865210533142,3,2.1,7
264,264,7,3,0.6561865210533142,3,2.1,9
265,265,1,3,0.6561865210533142,3,2.1,1
266,266,8,5,0.5340139865875244,3,2.1,8
267,267,1,7,0.3262941241264343,3,2.1,1
268,268,8,3,0.6561865210533142,3,2.1,8
269,269,0,3,0.6561865210533142,3,2.1,0
270,270,3,3,0.6561865210533142,3,2.1,3
271,271,0,5,0.35790345072746277,3,2.1,0
272,272,1,4,0.5638020038604736,3,2.1,1
273,273,9,4,0.5638020038604736,3,2.1,9
274,274,9,4,0.5638020038604736,3,2.1,9
275,275,4,4,0.5638020038604736,3,2.1,4
276,276,1,6,0.3413686156272888,3,2.1,1
277,277,8,3,0.6561865210533142,3,2.1,8
278,278,2,4,0.5638020038604736,3,2.1,2
279,279,1,4,0.5638020038604736,3,2.1,1
280,280,2,3,0.6561865210533142,3,2.1,2
281,281,9,3,0.6561865210533142,3,2.1,9
282,282,7,4,0.5638020038604736,3,2.1,7
283,283,8,7,0.3032817244529724,3,2.1,5
284,284,9,3,0.6561865210533142,3,2.1,9
285,285,2,3,0.6561865210533142,3,2.1,2
286,286,6,5,0.5340139269828796,3,2.1,6
287,287,4,6,0.5072155594825745,3,2.1,4
288,288,1,4,0.5638020038604736,3,2.1,1
289,289,8,7,0.48297831416130066,3,2.1,5
290,290,8,8,0.3124946355819702,3,2.1,8
291,291,2,4,0.5638020038604736,3,2.1,2
292,292,9,4,0.5638020038604736,3,2.1,9
293,293,2,3,0.6561865210533142,3,2.1,2
294,294,0,3,0.6561865210533142,3,2.1,0
295,295,4,14,0.212327778339386,3,2.1,4
296,296,0,4,0.5638020038604736,3,2.1,0
297,297,0,3,0.6561865210533142,3,2.1,0
298,298,2,5,0.35790345072746277,3,2.1,2
299,299,8,3,0.6561865210533142,3,2.1,8
300,300,4,8,0.3124946057796478,3,2.1,4
301,301,7,5,0.35790345072746277,3,2.1,7
302,302,1,5,0.5340139865875244,3,2.1,1
303,303,0,8,0.2913244366645813,3,2.1,2
304,304,8,7,0.3262941241264343,3,2.1,4
305,305,0,3,0.6561865210533142,3,2.1,0
306,306,2,3,0.6561865210533142,3,2.1,2
307,307,7,4,0.5638020038604736,3,2.1,7
308,308,1,11,0.26051127910614014,3,2.1,4
309,309,3,6,0.3413686156272888,3,2.1,3
310,310,3,3,0.6561865210533142,3,2.1,3
311,311,0,6,0.5072156190872192,3,2.1,0
312,312,0,3,0.6561865210533142,3,2.1,0
313,313,3,4,0.5638020038604736,3,2.1,3
314,314,1,3,0.6561865210533142,3,2.1,1
315,315,9,3,0.6561865210533142,3,2.1,9
316,316,8,4,0.5638020038604736,3,2.1,6
317,317,3,5,0.5340139269828796,3,2.1,5
318,318,2,3,0.6561865210533142,3,2.1,2
319,319,5,5,0.35790345072746277,3,2.1,5
320,320,8,6,0.3413686156272888,3,2.1,9
321,321,8,9,0.2802741825580597,3,2.1,2
322,322,9,3,0.6561865210533142,3,2.1,9
323,323,3,3,0.6561865210533142,3,2.1,3
324,324,8,3,0.6561865210533142,3,2.1,0
325,325,4,7,0.3262941241264343,3,2.1,4
326,326,2,8,0.3124946057796478,3,2.1,2
327,327,0,3,0.6561865210533142,3,2.1,0
328,328,7,5,0.7614235281944275,3,2.1,7
329,329,1,3,0.6561865210533142,3,2.1,1
330,330,1,4,0.5638020038604736,3,2.1,1
331,331,2,6,0.3413686156272888,3,2.1,2
332,332,1,4,0.5638020038604736,3,2.1,1
333,333,5,5,0.35790345072746277,3,2.1,5
334,334,3,3,0.6561865210533142,3,2.1,3
335,335,3,3,0.6561865210533142,3,2.1,3
336,336,9,6,0.3413686156272888,3,2.1,9
337,337,7,3,0.6561865210533142,3,2.1,7
338,338,8,3,0.6561865210533142,3,2.1,8
339,339,6,6,0.3413686156272888,3,2.1,6
340,340,8,7,0.3262941241264343,3,2.1,5
341,341,3,5,0.35790345072746277,3,2.1,6
342,342,1,3,0.6561865210533142,3,2.1,1
343,343,3,3,0.6561865210533142,3,2.1,3
344,344,8,4,0.5638020038604736,3,2.1,8
345,345,1,5,0.5340139865875244,3,2.1,1
346,346,8,3,0.6561865210533142,3,2.1,0
347,347,8,6,0.3413686156272888,3,2.1,5
348,348,1,5,0.7939702272415161,3,2.1,1
349,349,3,5,0.5340139269828796,3,2.1,3
350,350,1,4,0.5638020038604736,3,2.1,1
351,351,5,3,0.6561865210533142,3,2.1,5
352,352,5,7,0.3032817840576172,3,2.1,5
353,353,6,7,0.3032817840576172,3,2.1,6
354,354,1,3,0.6561865210533142,3,2.1,1
355,355,8,4,0.5638020038604736,3,2.1,8
356,356,5,4,0.5638020038604736,3,2.1,5
357,357,7,5,0.5340139269828796,3,2.1,1
358,358,7,4,0.5638020038604736,3,2.1,7
359,359,9,7,0.48297831416130066,3,2.1,9
360,360,9,6,0.5072156190872192,3,2.1,4
361,361,8,4,0.5638020038604736,3,2.1,6
362,362,7,9,0.440846711397171,3,2.1,2
363,363,2,7,0.48282983899116516,3,2.1,2
364,364,5,5,0.5340139269828796,3,2.1,5
365,365,0,3,0.6561865210533142,3,2.1,0
366,366,6,7,0.3032817244529724,3,2.1,6
367,367,3,5,0.5340139865875244,3,2.1,5
368,368,6,7,0.3262941241264343,3,2.1,6
369,369,3,4,0.5638020038604736,3,2.1,3
370,370,7,4,0.5638020038604736,3,2.1,7
371,371,2,3,0.6561865210533142,3,2.1,2
372,372,0,6,0.3413686156272888,3,2.1,0
373,373,8,3,0.6561865210533142,3,2.1,8
374,374,8,3,0.6561865210533142,3,2.1,8
375,375,5,3,0.6561865210533142,3,2.1,5
376,376,9,3,0.6561865210533142,3,2.1,4
377,377,1,6,0.5072156190872192,3,2.1,1
378,378,9,5,0.5340139865875244,3,2.1,1
379,379,4,4,0.5638020038604736,3,2.1,4
380,380,0,4,0.5638020038604736,3,2.1,0
381,381,3,4,0.5638020038604736,3,2.1,3
382,382,3,4,0.5638020038604736,3,2.1,3
383,383,7,3,0.6561865210533142,3,2.1,7
384,384,6,4,0.5638020038604736,3,2.1,6
385,385,1,4,0.5638020038604736,3,2.1,1
386,386,8,8,0.3124946057796478,3,2.1,6
387,387,2,3,0.6561865210533142,3,2.1,2
388,388,1,3,0.6561865210533142,3,2.1,1
389,389,9,9,0.29981499910354614,3,2.1,9
390,390,2,5,0.5340139269828796,3,2.1,2
391,391,8,3,0.6561865210533142,3,2.1,8
392,392,6,5,0.5340139269828796,3,2.1,6
393,393,1,6,0.5072156190872192,3,2.1,1
394,394,9,4,0.5638020038604736,3,2.1,9
395,395,8,4,0.5638020038604736,3,2.1,5
396,396,2,4,0.5638020038604736,3,2.1,2
397,397,3,6,0.3413686156272888,3,2.1,5
398,398,4,3,0.6561865210533142,3,2.1,4
399,399,9,5,0.35790345072746277,3,2.1,4
400,400,2,6,0.3413686156272888,3,2.1,2
401,401,8,4,0.5638020038604736,3,2.1,8
402,402,3,3,0.6561865210533142,3,2.1,3
403,403,8,3,0.6561865210533142,3,2.1,8
404,404,7,6,0.3413686156272888,3,2.1,2
405,405,9,5,0.35790345072746277,3,2.1,4
406,406,0,7,0.48297831416130066,3,2.1,5
407,407,0,6,0.5072156190872192,3,2.1,0
408,408,8,4,0.5638020038604736,3,2.1,3
409,409,7,4,0.5638020038604736,3,2.1,1
410,410,7,3,0.6561865210533142,3,2.1,7
411,411,1,6,0.5072156190872192,3,2.1,7
412,412,8,3,0.6561865210533142,3,2.1,5
413,413,7,3,0.6561865210533142,3,2.1,7
414,414,4,6,0.3413686156272888,3,2.1,9
415,415,7,3,0.6561865210533142,3,2.1,7
416,416,1,3,0.6561865210533142,3,2.1,1
417,417,9,4,0.5638020038604736,3,2.1,9
418,418,2,3,0.6561865210533142,3,2.1,2
419,419,1,6,0.5072155594825745,3,2.1,1
420,420,9,8,0.2913244366645813,3,2.1,4
421,421,2,6,0.3413686156272888,3,2.1,2
422,422,9,3,0.6561865210533142,3,2.1,9
423,423,2,4,0.5638020038604736,3,2.1,2
424,424,0,5,0.5340139865875244,3,2.1,0
425,425,4,5,0.5340139269828796,3,2.1,4
426,426,9,6,0.5072156190872192,3,2.1,9
427,427,1,6,0.3413686156272888,3,2.1,1
428,428,4,5,0.5340139865875244,3,2.1,4
429,429,8,3,0.6561865210533142,3,2.1,8
430,430,1,5,0.35790345072746277,3,2.1,1
431,431,8,4,0.5638020038604736,3,2.1,8
432,432,9,7,0.3262941241264343,3,2.1,4
433,433,5,6,0.5072156190872192,3,2.1,5
434,434,9,5,0.5340139865875244,3,2.1,9
435,435,8,6,0.3415263295173645,3,2.1,8
436,436,8,3,0.6561865210533142,3,2.1,8
437,437,3,4,0.5638020038604736,3,2.1,3
438,438,7,3,0.6561865210533142,3,2.1,7
439,439,8,5,0.5340139865875244,3,2.1,6
440,440,0,3,0.6561865210533142,3,2.1,0
441,441,0,7,0.3262941241264343,3,2.1,0
442,442,3,3,0.6561865210533142,3,2.1,3
443,443,8,3,0.6561865210533142,3,2.1,0
444,444,2,6,0.3413686156272888,3,2.1,2
445,445,8,4,0.5638020038604736,3,2.1,6
446,446,6,6,0.3413686156272888,3,2.1,6
447,447,4,7,0.3262941241264343,3,2.1,4
448,448,8,7,0.3262941241264343,3,2.1,9
449,449,3,4,0.5638020038604736,3,2.1,3
450,450,8,6,0.3413686156272888,3,2.1,3
451,451,3,3,0.6561865210533142,3,2.1,3
452,452,2,3,0.6561865210533142,3,2.1,2
453,453,3,3,0.6561865210533142,3,2.1,3
454,454,9,5,0.5340139269828796,3,2.1,9
455,455,1,5,0.5340139865875244,3,2.1,1
456,456,8,3,0.6561865210533142,3,2.1,2
457,457,6,8,0.2913244366645813,3,2.1,6
458,458,8,3,0.6561865210533142,3,2.1,8
459,459,0,7,0.3262941241264343,3,2.1,0
460,460,9,9,0.29981499910354614,3,2.1,5
461,461,6,4,0.5638020038604736,3,2.1,6
462,462,6,5,0.35790345072746277,3,2.1,6
463,463,6,5,0.5340139269828796,3,2.1,6
464,464,3,6,0.3413686156272888,3,2.1,3
465,465,8,4,0.5638020038604736,3,2.1,8
466,466,8,3,0.6561865210533142,3,2.1,8
467,467,2,3,0.6561865210533142,3,2.1,2
468,468,3,7,0.48297831416130066,3,2.1,7
469,469,5,4,0.5638020038604736,3,2.1,5
470,470,8,3,0.6561865210533142,3,2.1,8
471,471,7,5,0.35790345072746277,3,2.1,9
472,472,6,9,0.2802741825580597,3,2.1,6
473,473,1,3,0.6561865210533142,3,2.1,1
474,474,8,4,0.5638020038604736,3,2.1,8
475,475,9,5,0.35790345072746277,3,2.1,4
476,476,1,3,0.6561865210533142,3,2.1,1
477,477,2,3,0.6561865210533142,3,2.1,2
478,478,4,13,0.2222001552581787,3,2.1,5
479,479,8,5,0.5340139865875244,3,2.1,9
480,480,1,5,0.5340139865875244,3,2.1,1
481,481,9,4,0.5638020038604736,3,2.1,9
482,482,7,3,0.6561865210533142,3,2.1,7
483,483,3,6,0.5072156190872192,3,2.1,5
484,484,9,6,0.5072156190872192,3,2.1,4
485,485,0,5,0.5340139865875244,3,2.1,0
486,486,8,3,0.6561865210533142,3,2.1,8
487,487,9,3,0.6561865210533142,3,2.1,9
488,488,8,7,0.3032817244529724,3,2.1,9
489,489,8,4,0.5638020038604736,3,2.1,1
490,490,9,10,0.2700316309928894,3,2.1,0
491,491,5,4,0.5638020038604736,3,2.1,5
492,492,2,3,0.6561865210533142,3,2.1,2
493,493,3,4,0.5638020038604736,3,2.1,3
494,494,7,3,0.6561865210533142,3,2.1,7
495,495,8,8,0.3124946355819702,3,2.1,8
496,496,9,3,0.6561865210533142,3,2.1,9
497,497,8,4,0.5638020038604736,3,2.1,4
498,498,0,8,0.2913244366645813,3,2.1,0
499,499,8,3,0.6561865210533142,3,2.1,6
500,500,3,3,0.6561865210533142,3,2.1,3
501,501,9,5,0.5340139865875244,3,2.1,9
502,502,3,5,0.5340139865875244,3,2.1,5
503,503,2,3,0.6561865210533142,3,2.1,2
504,504,1,5,0.35790345072746277,3,2.1,1
505,505,3,4,0.5638020038604736,3,2.1,3
506,506,1,5,0.5340139865875244,3,2.1,1
507,507,3,3,0.6561865210533142,3,2.1,3
508,508,8,6,0.3413686156272888,3,2.1,6
509,509,5,7,0.3032817840576172,3,2.1,5
510,510,7,3,0.6561865210533142,3,2.1,7
511,511,1,9,0.29981499910354614,3,2.1,4
512,512,2,3,0.6561865210533142,3,2.1,2
513,513,2,3,0.6561865210533142,3,2.1,2
514,514,6,3,0.6561865210533142,3,2.1,6
515,515,3,4,0.5638020038604736,3,2.1,3
516,516,2,8,0.3124946057796478,3,2.1,2
517,517,6,4,0.5638020038604736,3,2.1,6
518,518,5,3,0.6561865210533142,3,2.1,5
519,519,4,9,0.29981499910354614,3,2.1,4
520,520,8,3,0.6561865210533142,3,2.1,8
521,521,9,4,0.5638020038604736,3,2.1,9
522,522,7,3,0.6561865210533142,3,2.1,7
523,523,1,7,0.3262941241264343,3,2.1,1
524,524,3,3,0.6561865210533142,3,2.1,3
525,525,0,6,0.5072156190872192,3,2.1,0
526,526,3,4,0.5638020038604736,3,2.1,3
527,527,8,3,0.6561865210533142,3,2.1,8
528,528,3,4,0.5638020038604736,3,2.1,3
529,529,1,5,0.35790345072746277,3,2.1,1
530,530,4,6,0.3413686156272888,3,2.1,9
531,531,3,3,0.6561865210533142,3,2.1,3
532,532,9,6,0.3413686156272888,3,2.1,4
533,533,9,4,0.5638020038604736,3,2.1,4
534,534,6,9,0.2802741825580597,3,2.1,6
535,535,4,5,0.5340139269828796,3,2.1,4
536,536,2,7,0.3262941241264343,3,2.1,2
537,537,1,5,0.5340139865875244,3,2.1,1
538,538,8,3,0.6561865210533142,3,2.1,8
539,539,2,3,0.6561865210533142,3,2.1,2
540,540,8,3,0.6561865210533142,3,2.1,5
541,541,9,4,0.5638020038604736,3,2.1,4
542,542,3,8,0.2913244366645813,3,2.1,8
543,543,8,7,0.3262941241264343,3,2.1,8
544,544,4,6,0.3413686156272888,3,2.1,4
545,545,0,4,0.5638020038604736,3,2.1,0
546,546,0,3,0.6561865210533142,3,2.1,0
547,547,2,3,0.6561865210533142,3,2.1,2
548,548,3,3,0.6561865210533142,3,2.1,3
549,549,2,3,0.6561865210533142,3,2.1,2
550,550,7,3,0.6561865210533142,3,2.1,7
551,551,7,7,0.3262941241264343,3,2.1,7
552,552,0,3,0.6561865210533142,3,2.1,0
553,553,8,3,0.6561865210533142,3,2.1,8
554,554,7,4,0.5638020038604736,3,2.1,7
555,555,4,5,0.5340139269828796,3,2.1,4
556,556,4,5,0.35790345072746277,3,2.1,4
